date,city,pm25,pm10,no2,o3,co,aqi
2023-04-02,Cairo,73.2,121.4,40.8,35.0,5.11,160
2023-04-03,Cairo,86.6,175.6,56.3,31.8,8.73,167
2023-04-04,Cairo,91.5,160.3,56.3,17.3,7.87,170
2023-04-05,Cairo,90.7,171.0,59.9,20.2,6.47,169
2023-04-06,Cairo,104.5,183.1,59.6,14.0,7.23,176
2023-04-07,Cairo,83.9,148.9,56.5,20.4,8.93,166
2023-04-08,Cairo,111.3,176.0,72.9,28.3,5.45,180
2023-04-09,Cairo,37.6,72.0,25.5,27.5,1.77,106
2023-04-10,Cairo,99.0,183.7,40.8,12.9,8.43,173
2023-04-11,Cairo,88.5,170.4,38.3,28.4,6.63,168
2023-04-12,Cairo,102.6,181.8,39.8,24.9,9.67,175
2023-04-13,Cairo,60.8,95.6,28.1,26.3,4.35,154
2023-04-14,Cairo,99.7,151.1,52.2,35.7,7.19,174
2023-04-15,Cairo,96.8,175.9,36.4,18.5,4.66,172
2023-04-16,Cairo,51.8,84.1,26.1,20.4,3.74,141
2023-04-17,Cairo,78.5,136.1,45.1,23.3,6.06,163
2023-04-18,Cairo,36.9,55.2,13.1,52.4,2.65,105
2023-04-19,Cairo,94.4,166.8,50.0,19.9,9.15,171
2023-04-20,Cairo,82.5,149.6,49.3,27.3,4.92,165
2023-04-21,Cairo,45.9,69.6,19.4,24.3,3.16,127
2023-04-22,Cairo,76.8,130.3,50.4,45.8,6.32,162
2023-04-23,Cairo,47.6,72.4,24.8,23.3,4.05,131
2023-04-24,Cairo,15.9,30.2,13.2,39.2,1.45,59
2023-04-25,Cairo,89.9,133.7,63.6,23.6,6.79,169
2023-04-26,Cairo,72.6,120.7,29.3,35.4,3.51,160
2023-04-27,Cairo,68.4,120.1,40.2,33.7,6.48,158
2023-04-28,Cairo,100.6,165.0,54.5,10.5,7.97,174
2023-04-29,Cairo,83.6,156.3,34.5,24.8,6.92,165
2023-04-30,Cairo,58.4,92.7,39.4,47.5,5.52,152
2023-05-01,Cairo,64.3,104.4,33.6,31.0,4.06,156
2023-05-02,Cairo,62.2,115.1,42.2,37.2,5.76,154
2023-05-03,Cairo,59.1,106.0,31.9,28.6,5.99,153
2023-05-04,Cairo,66.2,121.0,33.9,24.3,4.04,157
2023-05-05,Cairo,66.0,121.8,31.4,39.1,3.68,156
2023-05-06,Cairo,69.8,113.3,45.0,46.1,3.87,158
2023-05-07,Cairo,76.0,135.6,47.4,27.7,5.9,162
2023-05-08,Cairo,78.8,131.9,46.8,29.3,6.34,163
2023-05-09,Cairo,95.7,148.5,41.1,26.3,5.88,172
2023-05-10,Cairo,87.7,169.5,53.3,34.6,6.44,168
2023-05-11,Cairo,45.4,75.4,21.6,39.1,4.42,125
2023-05-12,Cairo,61.7,113.5,28.1,43.3,4.91,154
2023-05-13,Cairo,42.5,80.1,23.7,15.2,2.61,118
2023-05-14,Cairo,43.4,72.9,33.5,50.3,3.59,120
2023-05-15,Cairo,85.9,132.7,45.4,15.6,7.17,167
2023-05-16,Cairo,76.3,137.5,44.2,20.8,5.75,162
2023-05-17,Cairo,49.2,82.0,30.1,21.2,2.1,135
2023-05-18,Cairo,85.4,126.3,55.6,30.1,5.91,166
2023-05-19,Cairo,58.0,99.4,34.5,34.0,3.73,152
2023-05-20,Cairo,78.5,134.9,38.3,30.0,6.34,163
2023-05-21,Cairo,40.2,77.1,24.8,30.2,3.83,112
2023-05-22,Cairo,45.7,72.1,15.0,28.1,3.64,126
2023-05-23,Cairo,75.9,134.9,33.0,35.8,4.47,162
2023-05-24,Cairo,53.6,94.2,36.5,18.9,2.72,146
2023-05-25,Cairo,35.1,59.6,15.0,35.7,2.42,99
2023-05-26,Cairo,62.3,99.1,29.7,29.4,3.43,154
2023-05-27,Cairo,60.7,88.2,34.8,11.8,4.17,154
2023-05-28,Cairo,29.2,53.3,13.4,33.3,2.64,87
2023-05-29,Cairo,46.6,82.0,25.3,21.7,3.76,128
2023-05-30,Cairo,68.0,125.4,42.0,33.6,5.31,157
2023-05-31,Cairo,62.6,102.5,38.9,19.6,5.35,155
2023-06-01,Cairo,99.4,198.3,43.8,29.6,4.73,174
2023-06-02,Cairo,39.0,77.6,21.5,31.7,2.38,110
2023-06-03,Cairo,99.7,173.1,52.8,32.2,8.34,174
2023-06-04,Cairo,42.0,64.3,25.0,37.4,3.28,117
2023-06-05,Cairo,64.3,119.6,41.8,26.1,4.05,156
2023-06-06,Cairo,68.3,105.4,33.1,26.8,5.14,158
2023-06-07,Cairo,54.4,101.8,27.4,24.0,4.25,148
2023-06-08,Cairo,60.2,118.2,34.3,41.7,5.72,153
2023-06-09,Cairo,61.0,113.6,38.8,20.5,4.58,154
2023-06-10,Cairo,90.7,171.4,38.1,35.6,4.86,169
2023-06-11,Cairo,28.5,48.8,14.1,44.1,1.08,85
2023-06-12,Cairo,90.2,162.0,38.5,17.0,6.56,169
2023-06-13,Cairo,92.5,154.1,51.1,30.3,4.07,170
2023-06-14,Cairo,79.5,131.7,41.1,29.6,6.85,163
2023-06-15,Cairo,74.9,132.5,55.8,28.8,7.53,161
2023-06-16,Cairo,82.8,154.8,31.2,29.1,5.45,165
2023-06-17,Cairo,44.2,69.2,32.1,35.2,2.2,122
2023-06-18,Cairo,39.0,57.0,24.9,31.0,2.0,110
2023-06-19,Cairo,63.2,120.1,37.3,17.9,3.52,155
2023-06-20,Cairo,40.8,73.9,28.1,35.5,2.61,114
2023-06-21,Cairo,82.0,124.9,61.5,30.7,5.19,165
2023-06-22,Cairo,57.9,116.2,41.3,26.3,5.57,152
2023-06-23,Cairo,28.2,46.1,12.3,36.6,2.36,85
2023-06-24,Cairo,51.1,90.0,37.9,38.6,2.0,139
2023-06-25,Cairo,47.8,74.5,26.7,22.8,3.25,131
2023-06-26,Cairo,24.6,36.8,18.4,30.7,1.62,77
2023-06-27,Cairo,63.1,106.4,35.5,21.6,4.53,155
2023-06-28,Cairo,83.3,143.0,43.2,18.2,6.38,165
2023-06-29,Cairo,51.5,102.7,38.9,32.6,4.43,140
2023-06-30,Cairo,20.0,33.7,16.5,36.4,2.1,68
2023-07-01,Cairo,57.6,107.0,29.4,20.3,2.37,152
2023-07-02,Cairo,24.8,51.1,15.4,30.8,2.0,78
2023-07-03,Cairo,66.6,133.9,37.3,36.6,6.37,157
2023-07-04,Cairo,24.7,40.0,9.8,28.9,2.4,78
2023-07-05,Cairo,49.0,75.1,23.0,36.0,3.13,134
2023-07-06,Cairo,20.0,26.8,18.8,38.3,1.84,68
2023-07-07,Cairo,58.5,115.8,37.7,33.5,3.77,153
2023-07-08,Cairo,78.4,148.1,28.3,18.9,6.98,163
2023-07-09,Cairo,19.3,41.5,13.0,35.1,1.7,66
2023-07-10,Cairo,82.6,124.8,50.1,24.2,5.86,165
2023-07-11,Cairo,82.5,132.5,38.8,31.9,6.29,165
2023-07-12,Cairo,89.3,178.8,44.3,19.3,5.82,168
2023-07-13,Cairo,23.3,31.4,12.8,25.1,1.61,74
2023-07-14,Cairo,41.7,63.3,13.3,21.9,3.65,116
2023-07-15,Cairo,42.9,72.1,22.1,33.5,2.04,119
2023-07-16,Cairo,41.7,63.4,22.1,34.6,1.86,116
2023-07-17,Cairo,67.7,126.6,28.2,29.2,3.96,157
2023-07-18,Cairo,95.8,152.1,46.0,29.1,9.01,172
2023-07-19,Cairo,107.6,186.7,49.3,37.4,8.11,178
2023-07-20,Cairo,61.4,115.5,27.4,45.6,5.85,154
2023-07-21,Cairo,82.6,152.4,43.9,21.3,6.09,165
2023-07-22,Cairo,53.3,94.1,20.7,24.8,2.71,145
2023-07-23,Cairo,62.1,108.2,32.0,44.2,5.18,154
2023-07-24,Cairo,45.8,80.1,21.5,36.7,2.66,126
2023-07-25,Cairo,69.3,115.2,23.7,31.8,7.6,158
2023-07-26,Cairo,67.0,124.7,25.9,27.1,4.4,157
2023-07-27,Cairo,25.6,40.2,14.8,32.7,2.52,79
2023-07-28,Cairo,36.9,77.2,23.6,29.4,3.25,104
2023-07-29,Cairo,79.6,135.6,31.5,40.8,4.94,163
2023-07-30,Cairo,50.3,92.7,37.2,28.8,2.49,138
2023-07-31,Cairo,52.4,87.0,34.2,37.6,4.38,143
2023-08-01,Cairo,22.1,38.5,14.3,42.3,1.31,72
2023-08-02,Cairo,26.8,38.7,11.3,41.5,1.41,82
2023-08-03,Cairo,112.3,220.7,49.9,25.0,7.09,180
2023-08-04,Cairo,61.5,109.6,41.4,26.9,5.18,154
2023-08-05,Cairo,24.4,38.9,16.0,45.7,1.99,77
2023-08-06,Cairo,51.0,100.1,24.5,37.6,2.78,139
2023-08-07,Cairo,53.8,87.4,20.8,48.7,3.28,146
2023-08-08,Cairo,47.8,93.0,26.8,30.6,4.13,131
2023-08-09,Cairo,59.4,91.4,28.6,16.9,3.11,153
2023-08-10,Cairo,70.2,140.8,43.2,41.1,6.38,159
2023-08-11,Cairo,65.6,122.5,40.6,33.4,4.67,156
2023-08-12,Cairo,1.0,12.2,1.0,40.7,0.1,4
2023-08-13,Cairo,52.5,88.8,19.5,27.9,3.6,143
2023-08-14,Cairo,92.1,160.0,46.8,34.2,8.73,170
2023-08-15,Cairo,75.5,140.7,52.7,16.5,3.86,161
2023-08-16,Cairo,75.7,130.6,45.3,25.1,6.09,161
2023-08-17,Cairo,55.1,97.8,37.6,36.5,3.55,149
2023-08-18,Cairo,73.9,121.9,30.6,35.9,5.6,161
2023-08-19,Cairo,61.6,118.3,36.5,29.5,4.84,154
2023-08-20,Cairo,57.7,91.0,21.9,21.2,5.74,152
2023-08-21,Cairo,62.1,120.0,28.6,40.2,4.01,154
2023-08-22,Cairo,115.7,202.6,45.0,12.6,11.26,182
2023-08-23,Cairo,22.7,39.1,8.7,37.9,1.33,73
2023-08-24,Cairo,43.2,85.4,21.9,29.0,4.14,120
2023-08-25,Cairo,44.9,74.0,20.8,32.9,3.42,124
2023-08-26,Cairo,49.6,88.2,24.4,38.4,3.95,136
2023-08-27,Cairo,40.1,67.2,16.9,44.8,2.19,112
2023-08-28,Cairo,57.4,102.2,31.7,13.0,5.15,152
2023-08-29,Cairo,76.1,145.4,34.0,12.0,4.68,162
2023-08-30,Cairo,85.8,136.0,40.0,17.6,5.59,167
2023-08-31,Cairo,100.7,176.3,65.2,22.9,10.35,174
2023-09-01,Cairo,25.1,53.6,8.2,30.2,2.05,78
2023-09-02,Cairo,63.4,120.3,29.2,47.5,5.42,155
2023-09-03,Cairo,37.5,74.2,25.3,32.5,4.11,106
2023-09-04,Cairo,99.1,176.3,70.3,18.4,7.97,173
2023-09-05,Cairo,49.1,80.8,30.2,21.6,3.79,134
2023-09-06,Cairo,64.2,122.7,30.3,16.5,5.54,156
2023-09-07,Cairo,105.4,184.2,44.1,37.3,7.92,177
2023-09-08,Cairo,69.3,134.2,34.6,31.8,3.9,158
2023-09-09,Cairo,31.3,56.0,12.7,37.6,2.26,91
2023-09-10,Cairo,11.7,10.9,10.2,46.0,1.23,49
2023-09-11,Cairo,73.1,116.6,55.4,45.9,4.79,160
2023-09-12,Cairo,104.9,199.0,59.9,19.0,5.59,177
2023-09-13,Cairo,25.4,50.5,11.7,40.0,2.31,79
2023-09-14,Cairo,83.8,140.7,48.9,26.9,8.92,166
2023-09-15,Cairo,59.4,109.8,29.6,39.8,5.59,153
2023-09-16,Cairo,68.4,119.3,34.7,21.9,2.9,158
2023-09-17,Cairo,65.4,104.5,34.3,34.2,3.4,156
2023-09-18,Cairo,75.8,124.5,41.6,20.9,3.84,161
2023-09-19,Cairo,44.6,72.9,32.1,23.3,2.95,123
2023-09-20,Cairo,79.9,148.0,35.5,33.7,6.25,164
2023-09-21,Cairo,91.7,162.4,53.7,31.2,8.77,170
2023-09-22,Cairo,72.5,144.4,31.0,15.2,7.53,160
2023-09-23,Cairo,53.2,87.7,21.2,21.7,3.18,145
2023-09-24,Cairo,34.7,68.7,13.4,44.2,2.42,98
2023-09-25,Cairo,82.0,153.4,43.1,22.8,6.87,165
2023-09-26,Cairo,89.4,157.7,51.1,22.5,8.29,169
2023-09-27,Cairo,60.0,108.6,26.9,34.0,6.02,153
2023-09-28,Cairo,62.9,118.0,28.0,33.1,5.94,155
2023-09-29,Cairo,108.8,201.8,51.8,49.9,10.09,179
2023-09-30,Cairo,61.5,123.1,27.8,29.3,5.7,154
2023-10-01,Cairo,49.3,72.0,31.2,30.4,2.97,135
2023-10-02,Cairo,85.9,140.5,34.5,25.1,6.65,167
2023-10-03,Cairo,35.2,56.4,13.0,23.5,2.73,100
2023-10-04,Cairo,80.0,145.5,32.3,27.5,6.49,164
2023-10-05,Cairo,36.7,65.1,23.5,39.0,3.2,104
2023-10-06,Cairo,86.8,146.6,54.9,30.8,6.87,167
2023-10-07,Cairo,34.2,51.8,16.0,28.3,2.16,97
2023-10-08,Cairo,43.2,68.3,14.3,24.3,2.62,120
2023-10-09,Cairo,79.3,124.4,42.6,31.0,5.74,163
2023-10-10,Cairo,70.5,143.0,41.6,31.0,5.52,159
2023-10-11,Cairo,79.6,124.9,33.6,34.7,6.43,163
2023-10-12,Cairo,78.0,121.2,34.7,22.1,5.79,163
2023-10-13,Cairo,65.8,101.9,42.4,34.6,3.95,156
2023-10-14,Cairo,91.3,163.0,60.0,8.4,4.2,169
2023-10-15,Cairo,72.8,123.7,38.0,36.5,5.07,160
2023-10-16,Cairo,109.7,192.3,59.8,10.9,10.36,179
2023-10-17,Cairo,78.7,141.3,40.2,44.4,6.54,163
2023-10-18,Cairo,76.3,119.4,37.2,11.6,5.08,162
2023-10-19,Cairo,64.5,131.5,42.3,45.8,5.14,156
2023-10-20,Cairo,82.0,148.1,43.7,29.8,5.95,165
2023-10-21,Cairo,82.1,119.7,47.2,21.9,5.91,165
2023-10-22,Cairo,51.3,80.0,29.4,32.5,3.72,140
2023-10-23,Cairo,63.0,95.5,29.7,28.5,5.55,155
2023-10-24,Cairo,100.0,194.0,56.8,18.4,8.68,174
2023-10-25,Cairo,71.8,113.5,44.8,27.2,3.18,159
2023-10-26,Cairo,105.7,175.7,55.7,26.2,4.99,177
2023-10-27,Cairo,69.8,130.4,31.7,29.2,3.39,158
2023-10-28,Cairo,64.4,88.6,32.8,21.7,6.96,156
2023-10-29,Cairo,76.6,118.6,34.9,29.4,5.22,162
2023-10-30,Cairo,99.9,180.2,50.8,18.2,5.59,174
2023-10-31,Cairo,58.7,120.3,29.1,28.5,4.08,153
2023-11-01,Cairo,37.0,65.3,17.9,30.0,1.99,105
2023-11-02,Cairo,70.5,121.7,47.5,13.0,5.92,159
2023-11-03,Cairo,109.3,165.8,72.2,24.7,10.08,179
2023-11-04,Cairo,42.7,75.9,15.6,17.2,2.98,119
2023-11-05,Cairo,68.0,109.4,31.2,5.0,3.75,157
2023-11-06,Cairo,69.0,127.2,47.0,24.5,6.99,158
2023-11-07,Cairo,69.9,114.1,31.8,24.7,5.49,158
2023-11-08,Cairo,96.3,178.8,34.6,16.5,8.57,172
2023-11-09,Cairo,67.3,107.1,43.4,27.5,4.65,157
2023-11-10,Cairo,94.7,156.5,60.2,30.4,7.73,171
2023-11-11,Cairo,48.2,82.5,24.9,44.3,2.93,132
2023-11-12,Cairo,89.2,153.1,50.7,24.8,5.48,168
2023-11-13,Cairo,73.3,119.2,48.8,33.2,6.53,160
2023-11-14,Cairo,117.6,227.9,53.5,27.5,11.47,183
2023-11-15,Cairo,96.5,199.2,56.5,19.7,9.84,172
2023-11-16,Cairo,114.8,191.5,63.9,29.2,7.44,182
2023-11-17,Cairo,111.7,193.9,64.7,32.6,8.28,180
2023-11-18,Cairo,45.6,92.0,16.7,42.0,2.97,126
2023-11-19,Cairo,66.1,133.6,46.1,25.0,5.75,156
2023-11-20,Cairo,82.3,141.8,52.5,33.7,7.45,165
2023-11-21,Cairo,56.4,108.7,26.0,16.9,3.79,151
2023-11-22,Cairo,57.0,87.2,33.4,14.6,5.21,152
2023-11-23,Cairo,95.2,144.5,57.7,26.9,6.16,171
2023-11-24,Cairo,64.2,101.9,42.3,32.7,5.12,155
2023-11-25,Cairo,63.8,99.3,35.6,36.4,5.38,155
2023-11-26,Cairo,109.0,213.3,43.5,10.2,9.94,179
2023-11-27,Cairo,116.3,212.8,47.8,19.9,8.96,182
2023-11-28,Cairo,92.1,167.7,43.4,26.9,5.75,170
2023-11-29,Cairo,126.0,214.1,58.5,13.0,11.35,187
2023-11-30,Cairo,108.6,183.2,64.9,19.8,9.99,178
2023-12-01,Cairo,73.4,139.3,28.4,27.1,4.74,160
2023-12-02,Cairo,92.1,168.8,60.1,11.0,6.27,170
2023-12-03,Cairo,27.5,44.9,13.7,32.0,1.39,83
2023-12-04,Cairo,75.5,141.7,30.7,38.7,6.99,161
2023-12-05,Cairo,92.7,184.9,45.3,26.1,4.48,170
2023-12-06,Cairo,81.4,129.2,56.2,30.2,7.19,164
2023-12-07,Cairo,61.2,125.6,27.1,32.0,5.69,154
2023-12-08,Cairo,76.5,139.1,39.9,35.8,5.35,162
2023-12-09,Cairo,22.6,51.0,8.4,38.9,1.47,73
2023-12-10,Cairo,57.2,94.5,31.8,31.6,6.25,152
2023-12-11,Cairo,58.7,121.7,27.5,20.1,3.13,153
2023-12-12,Cairo,93.6,166.3,44.8,38.0,7.02,171
2023-12-13,Cairo,71.7,119.1,35.2,26.2,7.22,159
2023-12-14,Cairo,52.2,93.8,34.6,33.6,3.51,142
2023-12-15,Cairo,67.8,114.1,34.7,25.8,3.82,157
2023-12-16,Cairo,67.4,108.1,26.3,33.6,5.64,157
2023-12-17,Cairo,92.0,165.6,53.5,43.9,5.22,170
2023-12-18,Cairo,126.5,224.5,84.2,34.2,10.58,188
2023-12-19,Cairo,90.1,181.2,45.7,29.9,5.04,169
2023-12-20,Cairo,79.3,138.8,46.0,34.1,4.37,163
2023-12-21,Cairo,52.0,86.2,24.5,32.7,3.59,142
2023-12-22,Cairo,76.9,115.8,49.7,35.8,6.24,162
2023-12-23,Cairo,37.3,60.9,19.9,32.9,2.91,105
2023-12-24,Cairo,75.8,153.8,37.3,29.6,3.65,162
2023-12-25,Cairo,67.0,100.0,29.3,33.7,3.56,157
2023-12-26,Cairo,90.0,150.8,57.5,30.9,6.55,169
2023-12-27,Cairo,71.2,131.4,44.1,26.4,5.78,159
2023-12-28,Cairo,100.2,153.1,66.4,36.3,7.86,174
2023-12-29,Cairo,75.0,149.4,31.8,30.6,4.96,161
2023-12-30,Cairo,51.0,103.3,33.9,37.6,2.51,139
2023-12-31,Cairo,69.7,148.2,33.1,38.8,5.8,158
2023-01-01,Lagos,54.5,90.2,22.5,34.7,2.94,148
2023-01-02,Lagos,81.4,151.5,49.9,12.3,6.07,164
2023-01-03,Lagos,79.1,147.0,45.8,28.7,3.4,163
2023-01-04,Lagos,99.2,166.9,67.8,32.2,5.08,174
2023-01-05,Lagos,84.8,173.8,54.2,29.5,5.46,166
2023-01-06,Lagos,86.4,159.4,37.6,31.9,6.46,167
2023-01-07,Lagos,41.3,72.2,25.3,27.2,3.58,115
2023-01-08,Lagos,70.6,112.0,39.8,26.3,3.42,159
2023-01-09,Lagos,85.4,157.4,49.3,27.5,6.74,166
2023-01-10,Lagos,108.5,172.2,67.9,22.8,9.29,178
2023-01-11,Lagos,78.6,140.5,49.0,15.2,8.13,163
2023-01-12,Lagos,33.8,69.0,18.7,24.3,3.4,97
2023-01-13,Lagos,92.2,174.0,60.4,23.7,8.98,170
2023-01-14,Lagos,65.3,124.0,43.4,30.8,4.26,156
2023-01-15,Lagos,63.2,101.6,42.4,26.7,4.67,155
2023-01-16,Lagos,66.2,127.3,39.7,22.2,6.69,157
2023-01-17,Lagos,95.7,154.9,37.5,43.0,5.8,172
2023-01-18,Lagos,90.5,152.6,57.7,43.9,7.94,169
2023-01-19,Lagos,68.9,110.4,40.2,34.3,7.01,158
2023-01-20,Lagos,96.0,157.9,58.5,25.5,7.48,172
2023-01-21,Lagos,59.5,100.4,31.6,34.7,5.7,153
2023-01-22,Lagos,57.4,92.9,29.5,42.8,4.68,152
2023-01-23,Lagos,88.0,135.3,48.1,26.6,5.64,168
2023-01-24,Lagos,94.6,172.9,40.4,34.3,6.05,171
2023-01-25,Lagos,66.9,118.2,35.1,38.2,4.47,157
2023-01-26,Lagos,94.0,159.8,45.8,17.7,7.24,171
2023-01-27,Lagos,70.1,126.5,50.2,31.9,6.8,159
2023-01-28,Lagos,60.3,108.1,35.8,32.1,5.77,154
2023-01-29,Lagos,54.2,89.7,30.0,24.2,4.35,147
2023-01-30,Lagos,94.5,188.4,46.9,21.9,7.5,171
2023-01-31,Lagos,53.4,96.0,28.0,28.6,5.66,145
2023-02-01,Lagos,78.9,119.0,47.6,37.3,8.49,163
2023-02-02,Lagos,99.5,186.5,62.8,22.4,10.52,174
2023-02-03,Lagos,119.8,204.8,58.4,24.6,10.01,184
2023-02-04,Lagos,88.8,146.7,52.4,20.4,6.65,168
2023-02-05,Lagos,54.0,95.8,32.4,28.4,4.64,146
2023-02-06,Lagos,89.0,180.3,40.1,17.3,5.93,168
2023-02-07,Lagos,77.7,129.5,40.3,30.2,8.12,162
2023-02-08,Lagos,87.1,154.1,45.0,20.3,6.32,167
2023-02-09,Lagos,86.1,147.7,51.4,34.2,6.74,167
2023-02-10,Lagos,94.5,187.6,52.2,24.9,7.63,171
2023-02-11,Lagos,92.5,151.9,37.9,34.2,7.75,170
2023-02-12,Lagos,46.3,71.4,21.6,36.6,3.9,128
2023-02-13,Lagos,70.5,118.2,50.9,22.2,4.87,159
2023-02-14,Lagos,51.7,76.3,34.2,34.0,4.59,141
2023-02-15,Lagos,78.7,149.2,39.5,17.7,5.47,163
2023-02-16,Lagos,97.6,168.7,56.3,27.5,8.53,173
2023-02-17,Lagos,65.4,95.3,27.6,36.1,5.1,156
2023-02-18,Lagos,70.7,116.3,25.6,18.2,7.24,159
2023-02-19,Lagos,69.5,123.9,31.9,41.9,4.02,158
2023-02-20,Lagos,71.6,136.0,33.7,37.2,6.79,159
2023-02-21,Lagos,72.9,124.8,48.4,35.1,3.67,160
2023-02-22,Lagos,85.1,165.8,32.3,40.3,4.85,166
2023-02-23,Lagos,85.3,159.1,50.7,23.6,5.99,166
2023-02-24,Lagos,103.6,171.1,63.6,31.3,8.84,176
2023-02-25,Lagos,52.9,86.3,18.5,42.4,5.24,144
2023-02-26,Lagos,51.3,77.9,23.8,42.1,2.46,140
2023-02-27,Lagos,91.4,138.0,59.8,14.7,8.98,170
2023-02-28,Lagos,93.1,178.1,67.2,18.4,6.98,170
2023-03-01,Lagos,65.5,129.4,28.9,45.6,2.58,156
2023-03-02,Lagos,77.5,114.4,40.6,29.0,7.56,162
2023-03-03,Lagos,69.9,145.4,36.6,35.2,4.08,158
2023-03-04,Lagos,74.2,132.4,43.6,23.5,6.22,161
2023-03-05,Lagos,46.8,91.4,26.8,36.2,2.16,129
2023-03-06,Lagos,74.5,136.6,32.6,38.9,5.67,161
2023-03-07,Lagos,70.0,123.6,37.3,27.8,5.03,158
2023-03-08,Lagos,111.3,205.1,71.3,33.5,5.63,180
2023-03-09,Lagos,67.6,115.1,40.8,39.0,5.07,157
2023-03-10,Lagos,35.7,58.6,16.1,25.6,3.66,101
2023-03-11,Lagos,56.1,96.3,29.1,44.3,3.99,151
2023-03-12,Lagos,49.0,88.9,32.9,22.8,4.08,134
2023-03-13,Lagos,52.2,100.5,28.5,41.3,2.86,142
2023-03-14,Lagos,52.7,99.5,22.8,29.8,5.01,143
2023-03-15,Lagos,88.6,147.8,42.8,24.9,8.25,168
2023-03-16,Lagos,67.5,115.2,36.6,39.5,5.3,157
2023-03-17,Lagos,71.8,124.9,43.4,42.5,6.06,159
2023-03-18,Lagos,39.8,65.8,26.2,42.5,3.12,112
2023-03-19,Lagos,49.1,100.8,31.2,19.8,3.89,134
2023-03-20,Lagos,54.1,94.0,33.6,33.5,3.42,147
2023-03-21,Lagos,77.1,132.0,52.8,35.7,5.06,162
2023-03-22,Lagos,72.3,133.5,44.5,30.3,4.83,160
2023-03-23,Lagos,94.9,189.6,62.5,18.8,4.23,171
2023-03-24,Lagos,42.8,73.3,31.5,42.3,3.3,119
2023-03-25,Lagos,60.4,109.4,26.6,33.5,3.18,154
2023-03-26,Lagos,20.8,38.8,9.9,36.3,1.51,69
2023-03-27,Lagos,43.8,65.3,32.7,21.6,4.17,121
2023-03-28,Lagos,63.7,123.6,41.6,27.6,3.16,155
2023-03-29,Lagos,79.8,151.6,57.5,25.0,7.72,164
2023-03-30,Lagos,54.3,85.1,30.9,41.9,3.97,147
2023-03-31,Lagos,64.9,113.5,43.2,36.5,6.49,156
2023-04-01,Lagos,44.7,78.7,14.0,39.5,3.38,124
2023-04-02,Lagos,67.7,126.9,36.5,20.5,5.04,157
2023-04-03,Lagos,51.5,103.9,18.8,29.4,4.48,140
2023-04-04,Lagos,65.3,108.6,32.7,37.4,6.6,156
2023-04-05,Lagos,48.6,85.1,28.1,26.7,4.3,133
2023-04-06,Lagos,50.6,97.0,31.6,35.1,5.97,138
2023-04-07,Lagos,80.6,159.0,50.0,42.0,8.45,164
2023-04-08,Lagos,52.5,83.0,27.8,34.8,2.7,143
2023-04-09,Lagos,52.9,83.9,31.7,44.1,3.86,144
2023-04-10,Lagos,51.4,81.4,27.8,26.4,4.06,140
2023-04-11,Lagos,38.3,61.8,10.0,45.6,3.4,108
2023-04-12,Lagos,37.2,59.8,24.1,21.2,2.9,105
2023-04-13,Lagos,64.6,117.4,32.0,29.5,4.66,156
2023-04-14,Lagos,67.4,105.3,37.3,24.7,4.33,157
2023-04-15,Lagos,25.7,58.1,18.5,33.8,2.84,80
2023-04-16,Lagos,45.1,86.6,19.0,24.6,4.48,125
2023-04-17,Lagos,52.5,96.9,37.6,26.7,2.63,143
2023-04-18,Lagos,44.3,70.3,23.9,21.1,3.63,123
2023-04-19,Lagos,71.7,115.2,49.9,23.3,5.14,159
2023-04-20,Lagos,32.4,61.8,16.8,34.1,2.53,94
2023-04-21,Lagos,36.5,53.3,15.2,38.0,1.57,103
2023-04-22,Lagos,44.7,72.5,27.7,51.2,3.1,124
2023-04-23,Lagos,52.6,93.5,29.1,26.1,4.38,143
2023-04-24,Lagos,42.6,79.4,18.7,30.8,2.78,118
2023-04-25,Lagos,69.8,139.3,35.5,39.9,4.17,158
2023-04-26,Lagos,63.9,127.8,31.8,41.0,3.69,155
2023-04-27,Lagos,79.6,161.5,53.4,34.0,5.38,163
2023-04-28,Lagos,53.6,104.5,26.9,27.0,4.12,146
2023-04-29,Lagos,63.7,116.6,20.9,29.4,3.71,155
2023-04-30,Lagos,59.5,120.6,30.6,39.7,3.36,153
2023-05-01,Lagos,56.2,96.0,39.6,21.3,4.63,151
2023-05-02,Lagos,15.8,25.4,3.2,31.8,2.19,59
2023-05-03,Lagos,43.5,71.6,32.3,43.6,3.03,121
2023-05-04,Lagos,57.3,82.8,32.6,22.0,6.34,152
2023-05-05,Lagos,50.3,92.0,33.5,26.9,4.37,137
2023-05-06,Lagos,35.8,54.9,22.6,41.8,1.71,102
2023-05-07,Lagos,43.6,78.7,29.4,32.1,2.41,121
2023-05-08,Lagos,48.6,87.7,24.1,33.0,2.24,133
2023-05-09,Lagos,61.1,113.3,37.3,23.4,6.15,154
2023-05-10,Lagos,26.7,55.0,14.3,26.8,2.51,82
2023-05-11,Lagos,42.2,72.8,23.1,35.5,3.99,118
2023-05-12,Lagos,48.0,75.6,35.7,30.0,4.3,132
2023-05-13,Lagos,7.9,8.8,1.0,47.3,0.69,33
2023-05-14,Lagos,49.1,89.7,24.0,36.2,4.2,134
2023-05-15,Lagos,38.0,80.6,27.9,32.1,3.04,107
2023-05-16,Lagos,48.8,92.3,29.6,43.7,3.71,134
2023-05-17,Lagos,7.5,17.8,3.6,45.5,0.93,31
